State,District,Season,Crop,Soil_Type,Area,Rainfall,Temperature,Humidity,Soil_pH,N,P,K,Yield_tons_per_ha
Maharashtra,SOLAPUR,Rabi,maize,Black,9700.0,4.2,22.39,65.09,6.25,77.8,48.4,19.8,0.351
Maharashtra,SOLAPUR,Whole year,banana,Black,200.0,646.5,27.38,80.36,5.98,100.2,82.0,50.0,39.55
Maharashtra,SOLAPUR,Whole year,grapes,Black,2508.0,646.5,23.85,81.88,6.03,23.2,132.5,200.1,15.751
Maharashtra,SOLAPUR,Whole year,mango,Black,3893.0,646.5,31.21,50.16,5.77,20.1,27.2,29.9,1.849
Maharashtra,SOLAPUR,Kharif,maize,Black,13100.0,474.2,22.39,65.09,6.25,77.8,48.4,19.8,1.107
Maharashtra,SOLAPUR,Kharif,rice,Black,400.0,474.2,23.69,82.27,6.43,79.9,47.6,39.9,0.25
Maharashtra,SOLAPUR,Rabi,maize,Black,13000.0,4.2,22.39,65.09,6.25,77.8,48.4,19.8,1.646
Maharashtra,SOLAPUR,Summer,maize,Black,1600.0,646.5,22.39,65.09,6.25,77.8,48.4,19.8,1.562
Maharashtra,SOLAPUR,Kharif,rice,Black,100.0,474.2,23.69,82.27,6.43,79.9,47.6,39.9,1.0
Maharashtra,SOLAPUR,Kharif,maize,Black,13800.0,474.2,22.39,65.09,6.25,77.8,48.4,19.8,0.993
Maharashtra,SOLAPUR,Kharif,rice,Black,400.0,474.2,23.69,82.27,6.43,79.9,47.6,39.9,0.25
Maharashtra,SOLAPUR,Rabi,maize,Black,17400.0,4.2,22.39,65.09,6.25,77.8,48.4,19.8,1.862
Maharashtra,SOLAPUR,Summer,maize,Black,700.0,646.5,22.39,65.09,6.25,77.8,48.4,19.8,1.571
Maharashtra,SOLAPUR,Kharif,maize,Black,192.0,474.2,22.39,65.09,6.25,77.8,48.4,19.8,1.318
Maharashtra,SOLAPUR,Kharif,rice,Black,3.0,474.2,23.69,82.27,6.43,79.9,47.6,39.9,1.0
Maharashtra,SOLAPUR,Rabi,maize,Black,132.0,4.2,22.39,65.09,6.25,77.8,48.4,19.8,2.144
Maharashtra,SOLAPUR,Summer,maize,Black,9.0,646.5,22.39,65.09,6.25,77.8,48.4,19.8,1.667
Maharashtra,SOLAPUR,Kharif,maize,Black,9600.0,474.2,22.39,65.09,6.25,77.8,48.4,19.8,2.312
Maharashtra,SOLAPUR,Kharif,rice,Black,100.0,474.2,23.69,82.27,6.43,79.9,47.6,39.9,0.1
Maharashtra,SOLAPUR,Rabi,maize,Black,157.0,4.2,22.39,65.09,6.25,77.8,48.4,19.8,2.019
Maharashtra,SOLAPUR,Kharif,maize,Black,15400.0,474.2,22.39,65.09,6.25,77.8,48.4,19.8,1.617
Maharashtra,SOLAPUR,Kharif,rice,Black,100.0,474.2,23.69,82.27,6.43,79.9,47.6,39.9,0.14
Maharashtra,SOLAPUR,Rabi,maize,Black,22100.0,4.2,22.39,65.09,6.25,77.8,48.4,19.8,3.38
Maharashtra,SOLAPUR,Kharif,maize,Black,20500.0,474.2,22.39,65.09,6.25,77.8,48.4,19.8,1.698
Maharashtra,SOLAPUR,Kharif,rice,Black,700.0,474.2,23.69,82.27,6.43,79.9,47.6,39.9,0.286
Maharashtra,SOLAPUR,Rabi,maize,Black,35400.0,4.2,22.39,65.09,6.25,77.8,48.4,19.8,2.506
Maharashtra,SOLAPUR,Kharif,maize,Black,15200.0,474.2,22.39,65.09,6.25,77.8,48.4,19.8,2.487
Maharashtra,SOLAPUR,Kharif,rice,Black,700.0,474.2,23.69,82.27,6.43,79.9,47.6,39.9,0.286
Maharashtra,SOLAPUR,Rabi,maize,Black,21900.0,4.2,22.39,65.09,6.25,77.8,48.4,19.8,1.817
Maharashtra,SOLAPUR,Summer,maize,Black,2700.0,646.5,22.39,65.09,6.25,77.8,48.4,19.8,1.63
Maharashtra,SOLAPUR,Kharif,maize,Black,11100.0,474.2,22.39,65.09,6.25,77.8,48.4,19.8,0.973
Maharashtra,SOLAPUR,Kharif,rice,Black,400.0,474.2,23.69,82.27,6.43,79.9,47.6,39.9,0.25
Maharashtra,SOLAPUR,Rabi,maize,Black,21100.0,4.2,22.39,65.09,6.25,77.8,48.4,19.8,1.891
Maharashtra,SOLAPUR,Summer,maize,Black,1100.0,646.5,22.39,65.09,6.25,77.8,48.4,19.8,1.636
Maharashtra,SOLAPUR,Kharif,maize,Black,11100.0,474.2,22.39,65.09,6.25,77.8,48.4,19.8,1.739
Maharashtra,SOLAPUR,Kharif,rice,Black,400.0,474.2,23.69,82.27,6.43,79.9,47.6,39.9,0.25
Maharashtra,SOLAPUR,Rabi,maize,Black,31200.0,4.2,22.39,65.09,6.25,77.8,48.4,19.8,2.413
Maharashtra,SOLAPUR,Summer,maize,Black,2000.0,646.5,22.39,65.09,6.25,77.8,48.4,19.8,1.65
Maharashtra,SOLAPUR,Kharif,maize,Black,12700.0,474.2,22.39,65.09,6.25,77.8,48.4,19.8,1.89
Maharashtra,SOLAPUR,Kharif,rice,Black,400.0,474.2,23.69,82.27,6.43,79.9,47.6,39.9,0.25
Maharashtra,SOLAPUR,Rabi,maize,Black,36100.0,4.2,22.39,65.09,6.25,77.8,48.4,19.8,2.931
Maharashtra,SOLAPUR,Summer,maize,Black,2200.0,646.5,22.39,65.09,6.25,77.8,48.4,19.8,1.545
Maharashtra,THANE,Kharif,rice,Black,146700.0,2428.3,23.69,82.27,6.43,79.9,47.6,39.9,2.34
Maharashtra,THANE,Summer,rice,Black,29.0,2542.1,23.69,82.27,6.43,79.9,47.6,39.9,2.966
Maharashtra,THANE,Kharif,rice,Black,139500.0,2428.3,23.69,82.27,6.43,79.9,47.6,39.9,1.91
Maharashtra,THANE,Summer,rice,Black,2600.0,2542.1,23.69,82.27,6.43,79.9,47.6,39.9,2.462
Maharashtra,THANE,Kharif,rice,Black,139200.0,2428.3,23.69,82.27,6.43,79.9,47.6,39.9,2.123
Maharashtra,THANE,Summer,rice,Black,2600.0,2542.1,23.69,82.27,6.43,79.9,47.6,39.9,2.5
Maharashtra,THANE,Kharif,rice,Black,139300.0,2428.3,23.69,82.27,6.43,79.9,47.6,39.9,1.222
Maharashtra,THANE,Summer,rice,Black,2400.0,2542.1,23.69,82.27,6.43,79.9,47.6,39.9,2.125
Maharashtra,THANE,Kharif,rice,Black,138600.0,2428.3,23.69,82.27,6.43,79.9,47.6,39.9,2.453
Maharashtra,THANE,Rabi,maize,Black,100.0,0.5,22.39,65.09,6.25,77.8,48.4,19.8,2.0
Maharashtra,THANE,Summer,rice,Black,2400.0,2542.1,23.69,82.27,6.43,79.9,47.6,39.9,2.125
Maharashtra,THANE,Kharif,rice,Black,138000.0,2428.3,23.69,82.27,6.43,79.9,47.6,39.9,1.114
Maharashtra,THANE,Rabi,maize,Black,100.0,0.5,22.39,65.09,6.25,77.8,48.4,19.8,1.0
Maharashtra,THANE,Summer,rice,Black,2400.0,2542.1,23.69,82.27,6.43,79.9,47.6,39.9,2.5
Maharashtra,THANE,Kharif,rice,Black,138500.0,2428.3,23.69,82.27,6.43,79.9,47.6,39.9,2.827
Maharashtra,THANE,Rabi,maize,Black,100.0,0.5,22.39,65.09,6.25,77.8,48.4,19.8,2.0
Maharashtra,THANE,Summer,rice,Black,2400.0,2542.1,23.69,82.27,6.43,79.9,47.6,39.9,2.458
Maharashtra,THANE,Whole year,banana,Black,500.0,2542.1,27.38,80.36,5.98,100.2,82.0,50.0,23.34
Maharashtra,THANE,Whole year,mango,Black,12233.0,2542.1,31.21,50.16,5.77,20.1,27.2,29.9,1.144
Maharashtra,THANE,Kharif,rice,Black,138600.0,2428.3,23.69,82.27,6.43,79.9,47.6,39.9,2.372
Maharashtra,THANE,Rabi,maize,Black,100.0,0.5,22.39,65.09,6.25,77.8,48.4,19.8,1.0
Maharashtra,THANE,Summer,rice,Black,2400.0,2542.1,23.69,82.27,6.43,79.9,47.6,39.9,2.75
Maharashtra,THANE,Kharif,rice,Black,137000.0,2428.3,23.69,82.27,6.43,79.9,47.6,39.9,2.224
Maharashtra,THANE,Summer,rice,Black,2500.0,2542.1,23.69,82.27,6.43,79.9,47.6,39.9,2.36
Maharashtra,THANE,Kharif,rice,Black,137600.0,2428.3,23.69,82.27,6.43,79.9,47.6,39.9,1.833
Maharashtra,THANE,Rabi,maize,Black,100.0,0.5,22.39,65.09,6.25,77.8,48.4,19.8,2.0
Maharashtra,THANE,Summer,rice,Black,2600.0,2542.1,23.69,82.27,6.43,79.9,47.6,39.9,2.0
Maharashtra,THANE,Kharif,rice,Black,1381.0,2428.3,23.69,82.27,6.43,79.9,47.6,39.9,2.196
Maharashtra,THANE,Rabi,maize,Black,1.0,0.5,22.39,65.09,6.25,77.8,48.4,19.8,3.0
Maharashtra,THANE,Kharif,rice,Black,138000.0,2428.3,23.69,82.27,6.43,79.9,47.6,39.9,2.154
Maharashtra,THANE,Rabi,maize,Black,1.0,0.5,22.39,65.09,6.25,77.8,48.4,19.8,3.0
Maharashtra,THANE,Kharif,rice,Black,136000.0,2428.3,23.69,82.27,6.43,79.9,47.6,39.9,2.096
Maharashtra,THANE,Rabi,maize,Black,100.0,0.5,22.39,65.09,6.25,77.8,48.4,19.8,3.0
Maharashtra,THANE,Kharif,rice,Black,136000.0,2428.3,23.69,82.27,6.43,79.9,47.6,39.9,2.024
Maharashtra,THANE,Rabi,maize,Black,100.0,0.5,22.39,65.09,6.25,77.8,48.4,19.8,3.0
Maharashtra,THANE,Kharif,rice,Black,137500.0,2428.3,23.69,82.27,6.43,79.9,47.6,39.9,2.452
Maharashtra,THANE,Rabi,maize,Black,100.0,0.5,22.39,65.09,6.25,77.8,48.4,19.8,3.0
Maharashtra,THANE,Summer,rice,Black,2900.0,2542.1,23.69,82.27,6.43,79.9,47.6,39.9,2.345
Maharashtra,THANE,Kharif,rice,Black,137500.0,2428.3,23.69,82.27,6.43,79.9,47.6,39.9,2.595
Maharashtra,THANE,Summer,rice,Black,2100.0,2542.1,23.69,82.27,6.43,79.9,47.6,39.9,2.905
Maharashtra,THANE,Kharif,rice,Black,137500.0,2428.3,23.69,82.27,6.43,79.9,47.6,39.9,2.385
Maharashtra,THANE,Summer,rice,Black,2100.0,2542.1,23.69,82.27,6.43,79.9,47.6,39.9,2.857
Maharashtra,THANE,Kharif,rice,Black,55200.0,2428.3,23.69,82.27,6.43,79.9,47.6,39.9,2.408
Maharashtra,THANE,Summer,rice,Black,2800.0,2542.1,23.69,82.27,6.43,79.9,47.6,39.9,2.679
Maharashtra,WARDHA,Kharif,maize,Black,200.0,880.3,22.39,65.09,6.25,77.8,48.4,19.8,1.0
Maharashtra,WARDHA,Kharif,rice,Black,800.0,880.3,23.69,82.27,6.43,79.9,47.6,39.9,0.5
Maharashtra,WARDHA,Kharif,maize,Black,100.0,880.3,22.39,65.09,6.25,77.8,48.4,19.8,2.0
Maharashtra,WARDHA,Kharif,rice,Black,500.0,880.3,23.69,82.27,6.43,79.9,47.6,39.9,1.0
Maharashtra,WARDHA,Rabi,maize,Black,300.0,20.4,22.39,65.09,6.25,77.8,48.4,19.8,1.333
Maharashtra,WARDHA,Kharif,rice,Black,500.0,880.3,23.69,82.27,6.43,79.9,47.6,39.9,0.6
Maharashtra,WARDHA,Rabi,maize,Black,200.0,20.4,22.39,65.09,6.25,77.8,48.4,19.8,1.0
Maharashtra,WARDHA,Kharif,rice,Black,600.0,880.3,23.69,82.27,6.43,79.9,47.6,39.9,0.5
Maharashtra,WARDHA,Rabi,maize,Black,100.0,20.4,22.39,65.09,6.25,77.8,48.4,19.8,1.0
Maharashtra,WARDHA,Kharif,rice,Black,500.0,880.3,23.69,82.27,6.43,79.9,47.6,39.9,0.6
Maharashtra,WARDHA,Rabi,maize,Black,100.0,20.4,22.39,65.09,6.25,77.8,48.4,19.8,2.0
Maharashtra,WARDHA,Kharif,rice,Black,500.0,880.3,23.69,82.27,6.43,79.9,47.6,39.9,0.6
Maharashtra,WARDHA,Kharif,rice,Black,300.0,880.3,23.69,82.27,6.43,79.9,47.6,39.9,0.667
Maharashtra,WARDHA,Whole year,banana,Black,100.0,1027.0,27.38,80.36,5.98,100.2,82.0,50.0,55.7
Maharashtra,WARDHA,Whole year,grapes,Black,11.0,1027.0,23.85,81.88,6.03,23.2,132.5,200.1,26.818
Maharashtra,WARDHA,Whole year,mango,Black,1258.0,1027.0,31.21,50.16,5.77,20.1,27.2,29.9,1.852
Maharashtra,WARDHA,Kharif,rice,Black,200.0,880.3,23.69,82.27,6.43,79.9,47.6,39.9,1.0
Maharashtra,WARDHA,Kharif,rice,Black,200.0,880.3,23.69,82.27,6.43,79.9,47.6,39.9,1.0
Maharashtra,WARDHA,Kharif,maize,Black,100.0,880.3,22.39,65.09,6.25,77.8,48.4,19.8,2.0
Maharashtra,WARDHA,Kharif,rice,Black,100.0,880.3,23.69,82.27,6.43,79.9,47.6,39.9,1.0
Maharashtra,WARDHA,Kharif,maize,Black,1.0,880.3,22.39,65.09,6.25,77.8,48.4,19.8,3.0
Maharashtra,WARDHA,Kharif,rice,Black,1.0,880.3,23.69,82.27,6.43,79.9,47.6,39.9,1.0
Maharashtra,WARDHA,Kharif,maize,Black,100.0,880.3,22.39,65.09,6.25,77.8,48.4,19.8,2.0
Maharashtra,WARDHA,Kharif,maize,Black,100.0,880.3,22.39,65.09,6.25,77.8,48.4,19.8,1.0
Maharashtra,WARDHA,Summer,maize,Black,500.0,1027.0,22.39,65.09,6.25,77.8,48.4,19.8,1.0
Maharashtra,WARDHA,Summer,maize,Black,1000.0,1027.0,22.39,65.09,6.25,77.8,48.4,19.8,1.0
Maharashtra,WASHIM,Kharif,maize,Black,100.0,825.6,22.39,65.09,6.25,77.8,48.4,19.8,1.0
Maharashtra,WASHIM,Kharif,rice,Black,1900.0,825.6,23.69,82.27,6.43,79.9,47.6,39.9,0.632
Maharashtra,WASHIM,Kharif,maize,Black,100.0,825.6,22.39,65.09,6.25,77.8,48.4,19.8,1.0
Maharashtra,WASHIM,Kharif,rice,Black,2000.0,825.6,23.69,82.27,6.43,79.9,47.6,39.9,0.4
Maharashtra,WASHIM,Kharif,maize,Black,100.0,825.6,22.39,65.09,6.25,77.8,48.4,19.8,3.0
Maharashtra,WASHIM,Kharif,rice,Black,1300.0,825.6,23.69,82.27,6.43,79.9,47.6,39.9,1.0
Maharashtra,WASHIM,Kharif,maize,Black,100.0,825.6,22.39,65.09,6.25,77.8,48.4,19.8,2.0
Maharashtra,WASHIM,Kharif,rice,Black,1100.0,825.6,23.69,82.27,6.43,79.9,47.6,39.9,0.636
Maharashtra,WASHIM,Kharif,maize,Black,100.0,825.6,22.39,65.09,6.25,77.8,48.4,19.8,2.0
Maharashtra,WASHIM,Kharif,rice,Black,900.0,825.6,23.69,82.27,6.43,79.9,47.6,39.9,0.333
Maharashtra,WASHIM,Whole year,grapes,Black,10.0,940.9,23.85,81.88,6.03,23.2,132.5,200.1,26.8
Maharashtra,WASHIM,Whole year,mango,Black,660.0,940.9,31.21,50.16,5.77,20.1,27.2,29.9,1.848
Maharashtra,WASHIM,Kharif,maize,Black,100.0,825.6,22.39,65.09,6.25,77.8,48.4,19.8,1.0
Maharashtra,WASHIM,Kharif,rice,Black,500.0,825.6,23.69,82.27,6.43,79.9,47.6,39.9,0.4
Maharashtra,WASHIM,Kharif,rice,Black,300.0,825.6,23.69,82.27,6.43,79.9,47.6,39.9,0.333
Maharashtra,WASHIM,Kharif,maize,Black,100.0,825.6,22.39,65.09,6.25,77.8,48.4,19.8,2.0
Maharashtra,WASHIM,Kharif,rice,Black,200.0,825.6,23.69,82.27,6.43,79.9,47.6,39.9,0.5
Maharashtra,WASHIM,Kharif,maize,Black,2.0,825.6,22.39,65.09,6.25,77.8,48.4,19.8,3.0
Maharashtra,WASHIM,Kharif,rice,Black,1.0,825.6,23.69,82.27,6.43,79.9,47.6,39.9,1.0
Maharashtra,WASHIM,Kharif,maize,Black,100.0,825.6,22.39,65.09,6.25,77.8,48.4,19.8,3.0
Maharashtra,WASHIM,Kharif,rice,Black,100.0,825.6,23.69,82.27,6.43,79.9,47.6,39.9,1.0
Maharashtra,WASHIM,Kharif,maize,Black,300.0,825.6,22.39,65.09,6.25,77.8,48.4,19.8,2.333
Maharashtra,WASHIM,Kharif,rice,Black,100.0,825.6,23.69,82.27,6.43,79.9,47.6,39.9,2.0
Maharashtra,WASHIM,Kharif,maize,Black,400.0,825.6,22.39,65.09,6.25,77.8,48.4,19.8,2.5
Maharashtra,WASHIM,Kharif,maize,Black,200.0,825.6,22.39,65.09,6.25,77.8,48.4,19.8,3.0
Maharashtra,WASHIM,Kharif,rice,Black,200.0,825.6,23.69,82.27,6.43,79.9,47.6,39.9,1.0
Maharashtra,WASHIM,Summer,maize,Black,100.0,940.9,22.39,65.09,6.25,77.8,48.4,19.8,1.0
Maharashtra,WASHIM,Kharif,maize,Black,100.0,825.6,22.39,65.09,6.25,77.8,48.4,19.8,2.0
Maharashtra,WASHIM,Summer,maize,Black,400.0,940.9,22.39,65.09,6.25,77.8,48.4,19.8,1.0
Maharashtra,WASHIM,Kharif,maize,Black,300.0,825.6,22.39,65.09,6.25,77.8,48.4,19.8,3.0
Maharashtra,WASHIM,Summer,maize,Black,100.0,940.9,22.39,65.09,6.25,77.8,48.4,19.8,1.0
Maharashtra,WASHIM,Kharif,maize,Black,500.0,825.6,22.39,65.09,6.25,77.8,48.4,19.8,1.8
Maharashtra,YAVATMAL,Kharif,maize,Black,500.0,855.0,22.39,65.09,6.25,77.8,48.4,19.8,1.2
Maharashtra,YAVATMAL,Kharif,rice,Black,6700.0,855.0,23.69,82.27,6.43,79.9,47.6,39.9,0.567
Maharashtra,YAVATMAL,Kharif,maize,Black,100.0,855.0,22.39,65.09,6.25,77.8,48.4,19.8,2.0
Maharashtra,YAVATMAL,Kharif,rice,Black,5400.0,855.0,23.69,82.27,6.43,79.9,47.6,39.9,0.741
Maharashtra,YAVATMAL,Kharif,maize,Black,100.0,855.0,22.39,65.09,6.25,77.8,48.4,19.8,1.0
Maharashtra,YAVATMAL,Kharif,rice,Black,5300.0,855.0,23.69,82.27,6.43,79.9,47.6,39.9,0.868
Maharashtra,YAVATMAL,Kharif,maize,Black,100.0,855.0,22.39,65.09,6.25,77.8,48.4,19.8,1.0
Maharashtra,YAVATMAL,Kharif,rice,Black,5200.0,855.0,23.69,82.27,6.43,79.9,47.6,39.9,0.827
Maharashtra,YAVATMAL,Kharif,maize,Black,200.0,855.0,22.39,65.09,6.25,77.8,48.4,19.8,2.5
Maharashtra,YAVATMAL,Kharif,rice,Black,4800.0,855.0,23.69,82.27,6.43,79.9,47.6,39.9,1.0
Maharashtra,YAVATMAL,Kharif,maize,Black,200.0,855.0,22.39,65.09,6.25,77.8,48.4,19.8,2.0
Maharashtra,YAVATMAL,Kharif,rice,Black,3700.0,855.0,23.69,82.27,6.43,79.9,47.6,39.9,0.649
Maharashtra,YAVATMAL,Kharif,maize,Black,100.0,855.0,22.39,65.09,6.25,77.8,48.4,19.8,2.0
Maharashtra,YAVATMAL,Kharif,rice,Black,3300.0,855.0,23.69,82.27,6.43,79.9,47.6,39.9,0.606
Maharashtra,YAVATMAL,Whole year,banana,Black,100.0,982.8,27.38,80.36,5.98,100.2,82.0,50.0,56.3
Maharashtra,YAVATMAL,Whole year,grapes,Black,21.0,982.8,23.85,81.88,6.03,23.2,132.5,200.1,26.81
Maharashtra,YAVATMAL,Whole year,mango,Black,3070.0,982.8,31.21,50.16,5.77,20.1,27.2,29.9,1.85
Maharashtra,YAVATMAL,Kharif,maize,Black,100.0,855.0,22.39,65.09,6.25,77.8,48.4,19.8,1.0
Maharashtra,YAVATMAL,Kharif,rice,Black,2400.0,855.0,23.69,82.27,6.43,79.9,47.6,39.9,0.333
Maharashtra,YAVATMAL,Kharif,rice,Black,1800.0,855.0,23.69,82.27,6.43,79.9,47.6,39.9,0.5
Maharashtra,YAVATMAL,Kharif,maize,Black,400.0,855.0,22.39,65.09,6.25,77.8,48.4,19.8,1.75
Maharashtra,YAVATMAL,Kharif,rice,Black,600.0,855.0,23.69,82.27,6.43,79.9,47.6,39.9,0.5
Maharashtra,YAVATMAL,Kharif,maize,Black,2.0,855.0,22.39,65.09,6.25,77.8,48.4,19.8,3.0
Maharashtra,YAVATMAL,Kharif,rice,Black,6.0,855.0,23.69,82.27,6.43,79.9,47.6,39.9,0.667
Maharashtra,YAVATMAL,Kharif,maize,Black,500.0,855.0,22.39,65.09,6.25,77.8,48.4,19.8,3.0
Maharashtra,YAVATMAL,Kharif,rice,Black,500.0,855.0,23.69,82.27,6.43,79.9,47.6,39.9,0.4
Maharashtra,YAVATMAL,Kharif,maize,Black,1100.0,855.0,22.39,65.09,6.25,77.8,48.4,19.8,2.182
Maharashtra,YAVATMAL,Kharif,rice,Black,200.0,855.0,23.69,82.27,6.43,79.9,47.6,39.9,1.5
Maharashtra,YAVATMAL,Kharif,maize,Black,400.0,855.0,22.39,65.09,6.25,77.8,48.4,19.8,2.5
Maharashtra,YAVATMAL,Kharif,maize,Black,500.0,855.0,22.39,65.09,6.25,77.8,48.4,19.8,2.8
Maharashtra,YAVATMAL,Kharif,rice,Black,100.0,855.0,23.69,82.27,6.43,79.9,47.6,39.9,1.0
Maharashtra,YAVATMAL,Kharif,maize,Black,500.0,855.0,22.39,65.09,6.25,77.8,48.4,19.8,2.2
Maharashtra,YAVATMAL,Kharif,rice,Black,100.0,855.0,23.69,82.27,6.43,79.9,47.6,39.9,0.4
Maharashtra,YAVATMAL,Summer,maize,Black,400.0,982.8,22.39,65.09,6.25,77.8,48.4,19.8,1.25
Maharashtra,YAVATMAL,Rabi,maize,Black,1300.0,13.2,22.39,65.09,6.25,77.8,48.4,19.8,0.154
Manipur,BISHNUPUR,Kharif,rice,Loamy,17.0,1334.3,23.69,82.27,6.43,79.9,47.6,39.9,2.353
Manipur,BISHNUPUR,Autumn,jute,Loamy,10.0,2127.5,24.96,79.64,6.73,78.4,46.9,40.0,2.0
Manipur,BISHNUPUR,Autumn,rice,Loamy,1470.0,2127.5,23.69,82.27,6.43,79.9,47.6,39.9,2.286
Manipur,BISHNUPUR,Summer,jute,Loamy,10.0,2127.5,24.96,79.64,6.73,78.4,46.9,40.0,2.0
Manipur,BISHNUPUR,Winter,rice,Loamy,16140.0,2127.5,23.69,82.27,6.43,79.9,47.6,39.9,2.634
Manipur,BISHNUPUR,Kharif,jute,Loamy,20.0,1334.3,24.96,79.64,6.73,78.4,46.9,40.0,2.0
Manipur,BISHNUPUR,Kharif,rice,Loamy,18360.0,1334.3,23.69,82.27,6.43,79.9,47.6,39.9,2.665
Manipur,BISHNUPUR,Whole year,banana,Loamy,440.0,2127.5,27.38,80.36,5.98,100.2,82.0,50.0,12.864
Manipur,BISHNUPUR,Kharif,rice,Loamy,18660.0,1334.3,23.69,82.27,6.43,79.9,47.6,39.9,2.697
Manipur,BISHNUPUR,Whole year,banana,Loamy,210.0,2127.5,27.38,80.36,5.98,100.2,82.0,50.0,12.905
Manipur,BISHNUPUR,Kharif,rice,Loamy,19020.0,1334.3,23.69,82.27,6.43,79.9,47.6,39.9,2.703
Manipur,BISHNUPUR,Whole year,banana,Loamy,510.0,2127.5,27.38,80.36,5.98,100.2,82.0,50.0,12.863
Manipur,BISHNUPUR,Kharif,rice,Loamy,17050.0,1334.3,23.69,82.27,6.43,79.9,47.6,39.9,2.837
Manipur,BISHNUPUR,Whole year,banana,Loamy,181.0,2127.5,27.38,80.36,5.98,100.2,82.0,50.0,7.182
Manipur,BISHNUPUR,Whole year,mango,Loamy,30.0,2127.5,31.21,50.16,5.77,20.1,27.2,29.9,5.667
Manipur,BISHNUPUR,Whole year,papaya,Loamy,260.0,2127.5,33.72,92.4,6.74,49.9,59.0,50.0,5.577
Manipur,BISHNUPUR,Kharif,rice,Loamy,16470.0,1334.3,23.69,82.27,6.43,79.9,47.6,39.9,3.342
Manipur,BISHNUPUR,Whole year,banana,Loamy,191.0,2127.5,27.38,80.36,5.98,100.2,82.0,50.0,7.848
Manipur,BISHNUPUR,Whole year,mango,Loamy,32.0,2127.5,31.21,50.16,5.77,20.1,27.2,29.9,5.094
Manipur,BISHNUPUR,Whole year,orange,Loamy,151.0,2127.5,22.77,92.17,7.02,19.6,16.6,10.0,4.099
Manipur,BISHNUPUR,Whole year,papaya,Loamy,262.0,2127.5,33.72,92.4,6.74,49.9,59.0,50.0,5.802
Manipur,BISHNUPUR,Kharif,rice,Loamy,21740.0,1334.3,23.69,82.27,6.43,79.9,47.6,39.9,2.916
Manipur,BISHNUPUR,Whole year,banana,Loamy,10.0,2127.5,27.38,80.36,5.98,100.2,82.0,50.0,13.0
Manipur,BISHNUPUR,Kharif,rice,Loamy,16030.0,1334.3,23.69,82.27,6.43,79.9,47.6,39.9,3.006
Manipur,BISHNUPUR,Whole year,banana,Loamy,10.0,2127.5,27.38,80.36,5.98,100.2,82.0,50.0,13.0
Manipur,BISHNUPUR,Kharif,rice,Loamy,15210.0,1334.3,23.69,82.27,6.43,79.9,47.6,39.9,2.684
Manipur,BISHNUPUR,Whole year,banana,Loamy,30.0,2127.5,27.38,80.36,5.98,100.2,82.0,50.0,13.0
Manipur,BISHNUPUR,Kharif,rice,Loamy,17200.0,1334.3,23.69,82.27,6.43,79.9,47.6,39.9,2.962
Manipur,BISHNUPUR,Whole year,banana,Loamy,130.0,2127.5,27.38,80.36,5.98,100.2,82.0,50.0,12.846
Manipur,CHANDEL,Kharif,maize,Loamy,2.0,2007.1,22.39,65.09,6.25,77.8,48.4,19.8,2.0
Manipur,CHANDEL,Kharif,rice,Loamy,7.0,2007.1,23.69,82.27,6.43,79.9,47.6,39.9,1.286
Manipur,CHANDEL,Whole year,banana,Loamy,1.0,2647.5,27.38,80.36,5.98,100.2,82.0,50.0,12.0
Manipur,CHANDEL,Autumn,banana,Loamy,350.0,2647.5,27.38,80.36,5.98,100.2,82.0,50.0,12.886
Manipur,CHANDEL,Autumn,maize,Loamy,30.0,2647.5,22.39,65.09,6.25,77.8,48.4,19.8,1.333
Manipur,CHANDEL,Autumn,rice,Loamy,2700.0,2647.5,23.69,82.27,6.43,79.9,47.6,39.9,1.23
Manipur,CHANDEL,Rabi,banana,Loamy,250.0,36.4,27.38,80.36,5.98,100.2,82.0,50.0,12.84
Manipur,CHANDEL,Winter,banana,Loamy,300.0,2647.5,27.38,80.36,5.98,100.2,82.0,50.0,12.867
Manipur,CHANDEL,Winter,rice,Loamy,3540.0,2647.5,23.69,82.27,6.43,79.9,47.6,39.9,1.463
Manipur,CHANDEL,Kharif,maize,Loamy,180.0,2007.1,22.39,65.09,6.25,77.8,48.4,19.8,2.556
Manipur,CHANDEL,Kharif,rice,Loamy,6170.0,2007.1,23.69,82.27,6.43,79.9,47.6,39.9,1.088
Manipur,CHANDEL,Whole year,banana,Loamy,810.0,2647.5,27.38,80.36,5.98,100.2,82.0,50.0,12.864
Manipur,CHANDEL,Kharif,maize,Loamy,140.0,2007.1,22.39,65.09,6.25,77.8,48.4,19.8,3.286
Manipur,CHANDEL,Kharif,rice,Loamy,9410.0,2007.1,23.69,82.27,6.43,79.9,47.6,39.9,1.241
Manipur,CHANDEL,Whole year,banana,Loamy,750.0,2647.5,27.38,80.36,5.98,100.2,82.0,50.0,12.867
Manipur,CHANDEL,Kharif,maize,Loamy,360.0,2007.1,22.39,65.09,6.25,77.8,48.4,19.8,3.139
Manipur,CHANDEL,Kharif,rice,Loamy,8820.0,2007.1,23.69,82.27,6.43,79.9,47.6,39.9,1.385
Manipur,CHANDEL,Whole year,banana,Loamy,830.0,2647.5,27.38,80.36,5.98,100.2,82.0,50.0,12.855
