Crop,Soil_Type,Rainfall,Temperature,Humidity,Soil_pH,N,P,K,Yield_tons_per_ha
rice,Black,607.2,23.69,82.27,6.43,79.9,47.6,39.9,0.412
maize,Black,607.2,22.39,65.09,6.25,77.8,48.4,19.8,2.0
maize,Black,607.2,22.39,65.09,6.25,77.8,48.4,19.8,1.0
maize,Black,607.2,22.39,65.09,6.25,77.8,48.4,19.8,2.493
rice,Black,607.2,23.69,82.27,6.43,79.9,47.6,39.9,0.795
maize,Black,607.2,22.39,65.09,6.25,77.8,48.4,19.8,3.125
maize,Black,607.2,22.39,65.09,6.25,77.8,48.4,19.8,1.25
maize,Black,607.2,22.39,65.09,6.25,77.8,48.4,19.8,1.353
rice,Black,607.2,23.69,82.27,6.43,79.9,47.6,39.9,0.556
maize,Black,607.2,22.39,65.09,6.25,77.8,48.4,19.8,3.111
maize,Black,607.2,22.39,65.09,6.25,77.8,48.4,19.8,2.251
rice,Black,607.2,23.69,82.27,6.43,79.9,47.6,39.9,0.49
maize,Black,607.2,22.39,65.09,6.25,77.8,48.4,19.8,3.095
maize,Black,607.2,22.39,65.09,6.25,77.8,48.4,19.8,3.402
rice,Black,607.2,23.69,82.27,6.43,79.9,47.6,39.9,1.34
maize,Black,607.2,22.39,65.09,6.25,77.8,48.4,19.8,3.273
maize,Black,607.2,22.39,65.09,6.25,77.8,48.4,19.8,2.436
rice,Black,607.2,23.69,82.27,6.43,79.9,47.6,39.9,0.671
maize,Black,607.2,22.39,65.09,6.25,77.8,48.4,19.8,3.167
maize,Black,607.2,22.39,65.09,6.25,77.8,48.4,19.8,1.143
maize,Black,607.2,22.39,65.09,6.25,77.8,48.4,19.8,2.584
rice,Black,607.2,23.69,82.27,6.43,79.9,47.6,39.9,0.961
maize,Black,607.2,22.39,65.09,6.25,77.8,48.4,19.8,3.08
maize,Black,607.2,22.39,65.09,6.25,77.8,48.4,19.8,1.125
maize,Black,607.2,22.39,65.09,6.25,77.8,48.4,19.8,3.229
rice,Black,607.2,23.69,82.27,6.43,79.9,47.6,39.9,1.26
maize,Black,607.2,22.39,65.09,6.25,77.8,48.4,19.8,2.034
maize,Black,607.2,22.39,65.09,6.25,77.8,48.4,19.8,1.111
maize,Black,607.2,22.39,65.09,6.25,77.8,48.4,19.8,1.989
maize,Black,607.2,22.39,65.09,6.25,77.8,48.4,19.8,3.596
maize,Black,607.2,22.39,65.09,6.25,77.8,48.4,19.8,1.0
maize,Black,1449.8,22.39,65.09,6.25,77.8,48.4,19.8,0.889
rice,Black,1449.8,23.69,82.27,6.43,79.9,47.6,39.9,1.096
maize,Black,1449.8,22.39,65.09,6.25,77.8,48.4,19.8,0.875
rice,Black,1449.8,23.69,82.27,6.43,79.9,47.6,39.9,1.16
maize,Black,1449.8,22.39,65.09,6.25,77.8,48.4,19.8,1.9
rice,Black,1449.8,23.69,82.27,6.43,79.9,47.6,39.9,1.114
rice,Black,1449.8,23.69,82.27,6.43,79.9,47.6,39.9,1.479
maize,Black,1449.8,22.39,65.09,6.25,77.8,48.4,19.8,1.3
rice,Black,1449.8,23.69,82.27,6.43,79.9,47.6,39.9,1.364
rice,Black,1449.8,23.69,82.27,6.43,79.9,47.6,39.9,1.889
maize,Black,1449.8,22.39,65.09,6.25,77.8,48.4,19.8,1.333
rice,Black,1449.8,23.69,82.27,6.43,79.9,47.6,39.9,0.775
maize,Black,1449.8,22.39,65.09,6.25,77.8,48.4,19.8,1.0
rice,Black,1449.8,23.69,82.27,6.43,79.9,47.6,39.9,1.167
maize,Black,1449.8,22.39,65.09,6.25,77.8,48.4,19.8,2.6
rice,Black,1449.8,23.69,82.27,6.43,79.9,47.6,39.9,1.153
maize,Black,1449.8,22.39,65.09,6.25,77.8,48.4,19.8,2.0
rice,Black,1449.8,23.69,82.27,6.43,79.9,47.6,39.9,1.633
maize,Black,1449.8,22.39,65.09,6.25,77.8,48.4,19.8,2.048
rice,Black,1449.8,23.69,82.27,6.43,79.9,47.6,39.9,0.525
maize,Black,1449.8,22.39,65.09,6.25,77.8,48.4,19.8,1.0
rice,Black,1449.8,23.69,82.27,6.43,79.9,47.6,39.9,1.867
maize,Black,1449.8,22.39,65.09,6.25,77.8,48.4,19.8,2.125
rice,Black,1449.8,23.69,82.27,6.43,79.9,47.6,39.9,1.218
maize,Black,1449.8,22.39,65.09,6.25,77.8,48.4,19.8,2.0
rice,Black,1449.8,23.69,82.27,6.43,79.9,47.6,39.9,1.889
mango,Black,1449.8,31.21,50.16,5.77,20.1,27.2,29.9,1.848
maize,Black,1449.8,22.39,65.09,6.25,77.8,48.4,19.8,1.217
rice,Black,1449.8,23.69,82.27,6.43,79.9,47.6,39.9,0.862
maize,Black,1449.8,22.39,65.09,6.25,77.8,48.4,19.8,1.5
rice,Black,1449.8,23.69,82.27,6.43,79.9,47.6,39.9,1.429
rice,Black,1449.8,23.69,82.27,6.43,79.9,47.6,39.9,1.509
rice,Black,1449.8,23.69,82.27,6.43,79.9,47.6,39.9,1.657
maize,Black,1449.8,22.39,65.09,6.25,77.8,48.4,19.8,1.636
rice,Black,1449.8,23.69,82.27,6.43,79.9,47.6,39.9,1.472
maize,Black,1449.8,22.39,65.09,6.25,77.8,48.4,19.8,2.5
rice,Black,1449.8,23.69,82.27,6.43,79.9,47.6,39.9,1.733
maize,Black,1449.8,22.39,65.09,6.25,77.8,48.4,19.8,3.087
rice,Black,1449.8,23.69,82.27,6.43,79.9,47.6,39.9,1.496
maize,Black,1449.8,22.39,65.09,6.25,77.8,48.4,19.8,2.75
maize,Black,1449.8,22.39,65.09,6.25,77.8,48.4,19.8,1.5
rice,Black,1449.8,23.69,82.27,6.43,79.9,47.6,39.9,0.832
maize,Black,1449.8,22.39,65.09,6.25,77.8,48.4,19.8,2.0
maize,Black,1449.8,22.39,65.09,6.25,77.8,48.4,19.8,2.227
rice,Black,1449.8,23.69,82.27,6.43,79.9,47.6,39.9,0.755
maize,Black,1449.8,22.39,65.09,6.25,77.8,48.4,19.8,0.333
maize,Black,1449.8,22.39,65.09,6.25,77.8,48.4,19.8,2.421
rice,Black,1449.8,23.69,82.27,6.43,79.9,47.6,39.9,1.487
maize,Black,1449.8,22.39,65.09,6.25,77.8,48.4,19.8,2.083
maize,Black,1449.8,22.39,65.09,6.25,77.8,48.4,19.8,0.682
rice,Black,1449.8,23.69,82.27,6.43,79.9,47.6,39.9,1.198
maize,Black,1449.8,22.39,65.09,6.25,77.8,48.4,19.8,2.583
rice,Black,1449.8,23.69,82.27,6.43,79.9,47.6,39.9,1.655
maize,Black,1449.8,22.39,65.09,6.25,77.8,48.4,19.8,2.263
rice,Black,1449.8,23.69,82.27,6.43,79.9,47.6,39.9,1.511
maize,Black,1449.8,22.39,65.09,6.25,77.8,48.4,19.8,0.778
maize,Black,1449.8,22.39,65.09,6.25,77.8,48.4,19.8,1.0
rice,Black,1449.8,23.69,82.27,6.43,79.9,47.6,39.9,2.138
maize,Black,1449.8,22.39,65.09,6.25,77.8,48.4,19.8,2.882
rice,Black,1449.8,23.69,82.27,6.43,79.9,47.6,39.9,1.475
maize,Black,1449.8,22.39,65.09,6.25,77.8,48.4,19.8,2.5
rice,Black,1449.8,23.69,82.27,6.43,79.9,47.6,39.9,2.133
maize,Black,1449.8,22.39,65.09,6.25,77.8,48.4,19.8,1.8
rice,Black,1449.8,23.69,82.27,6.43,79.9,47.6,39.9,1.319
rice,Black,1449.8,23.69,82.27,6.43,79.9,47.6,39.9,1.552
maize,Black,1370.7,22.39,65.09,6.25,77.8,48.4,19.8,1.0
rice,Black,1370.7,23.69,82.27,6.43,79.9,47.6,39.9,0.6
maize,Black,1370.7,22.39,65.09,6.25,77.8,48.4,19.8,1.667
maize,Black,1370.7,22.39,65.09,6.25,77.8,48.4,19.8,1.0
rice,Black,1370.7,23.69,82.27,6.43,79.9,47.6,39.9,0.859
rice,Black,1370.7,23.69,82.27,6.43,79.9,47.6,39.9,2.25
maize,Black,1370.7,22.39,65.09,6.25,77.8,48.4,19.8,2.5
rice,Black,1370.7,23.69,82.27,6.43,79.9,47.6,39.9,1.301
rice,Black,1370.7,23.69,82.27,6.43,79.9,47.6,39.9,1.912
maize,Black,1370.7,22.39,65.09,6.25,77.8,48.4,19.8,2.0
rice,Black,1370.7,23.69,82.27,6.43,79.9,47.6,39.9,0.975
maize,Black,1370.7,22.39,65.09,6.25,77.8,48.4,19.8,1.0
rice,Black,1370.7,23.69,82.27,6.43,79.9,47.6,39.9,2.31
maize,Black,1370.7,22.39,65.09,6.25,77.8,48.4,19.8,2.0
rice,Black,1370.7,23.69,82.27,6.43,79.9,47.6,39.9,1.5
rice,Black,1370.7,23.69,82.27,6.43,79.9,47.6,39.9,1.803
mango,Black,1370.7,31.21,50.16,5.77,20.1,27.2,29.9,4.566
maize,Black,1370.7,22.39,65.09,6.25,77.8,48.4,19.8,1.0
rice,Black,1370.7,23.69,82.27,6.43,79.9,47.6,39.9,0.601
rice,Black,1370.7,23.69,82.27,6.43,79.9,47.6,39.9,2.154
rice,Black,1370.7,23.69,82.27,6.43,79.9,47.6,39.9,1.525
rice,Black,1370.7,23.69,82.27,6.43,79.9,47.6,39.9,1.495
maize,Black,1370.7,22.39,65.09,6.25,77.8,48.4,19.8,2.0
rice,Black,1370.7,23.69,82.27,6.43,79.9,47.6,39.9,1.119
rice,Black,1370.7,23.69,82.27,6.43,79.9,47.6,39.9,2.0
maize,Black,1370.7,22.39,65.09,6.25,77.8,48.4,19.8,3.0
rice,Black,1370.7,23.69,82.27,6.43,79.9,47.6,39.9,1.657
maize,Black,1370.7,22.39,65.09,6.25,77.8,48.4,19.8,2.0
rice,Black,1370.7,23.69,82.27,6.43,79.9,47.6,39.9,0.707
maize,Black,1370.7,22.39,65.09,6.25,77.8,48.4,19.8,2.0
rice,Black,1370.7,23.69,82.27,6.43,79.9,47.6,39.9,1.086
maize,Black,1370.7,22.39,65.09,6.25,77.8,48.4,19.8,2.0
rice,Black,1370.7,23.69,82.27,6.43,79.9,47.6,39.9,1.717
maize,Black,1370.7,22.39,65.09,6.25,77.8,48.4,19.8,2.0
maize,Black,1370.7,22.39,65.09,6.25,77.8,48.4,19.8,0.5
rice,Black,1370.7,23.69,82.27,6.43,79.9,47.6,39.9,1.706
rice,Black,1370.7,23.69,82.27,6.43,79.9,47.6,39.9,2.364
maize,Black,1370.7,22.39,65.09,6.25,77.8,48.4,19.8,1.0
rice,Black,1370.7,23.69,82.27,6.43,79.9,47.6,39.9,1.885
maize,Black,1370.7,22.39,65.09,6.25,77.8,48.4,19.8,1.0
rice,Black,1370.7,23.69,82.27,6.43,79.9,47.6,39.9,2.393
maize,Black,1370.7,22.39,65.09,6.25,77.8,48.4,19.8,3.0
rice,Black,1370.7,23.69,82.27,6.43,79.9,47.6,39.9,1.555
rice,Black,1370.7,23.69,82.27,6.43,79.9,47.6,39.9,2.449
rice,Black,1370.7,23.69,82.27,6.43,79.9,47.6,39.9,1.95
maize,Black,1370.7,22.39,65.09,6.25,77.8,48.4,19.8,0.25
maize,Black,1370.7,22.39,65.09,6.25,77.8,48.4,19.8,1.0
rice,Black,1370.7,23.69,82.27,6.43,79.9,47.6,39.9,2.798
maize,Black,979.4,22.39,65.09,6.25,77.8,48.4,19.8,1.0
rice,Black,979.4,23.69,82.27,6.43,79.9,47.6,39.9,0.605
maize,Black,979.4,22.39,65.09,6.25,77.8,48.4,19.8,1.0
maize,Black,979.4,22.39,65.09,6.25,77.8,48.4,19.8,2.0
rice,Black,979.4,23.69,82.27,6.43,79.9,47.6,39.9,0.669
maize,Black,979.4,22.39,65.09,6.25,77.8,48.4,19.8,2.0
maize,Black,979.4,22.39,65.09,6.25,77.8,48.4,19.8,1.0
maize,Black,979.4,22.39,65.09,6.25,77.8,48.4,19.8,1.667
rice,Black,979.4,23.69,82.27,6.43,79.9,47.6,39.9,0.585
maize,Black,979.4,22.39,65.09,6.25,77.8,48.4,19.8,1.0
maize,Black,979.4,22.39,65.09,6.25,77.8,48.4,19.8,1.0
maize,Black,979.4,22.39,65.09,6.25,77.8,48.4,19.8,0.375
rice,Black,979.4,23.69,82.27,6.43,79.9,47.6,39.9,0.505
maize,Black,979.4,22.39,65.09,6.25,77.8,48.4,19.8,1.5
banana,Black,979.4,27.38,80.36,5.98,100.2,82.0,50.0,53.048
grapes,Black,979.4,23.85,81.88,6.03,23.2,132.5,200.1,13.583
maize,Black,979.4,22.39,65.09,6.25,77.8,48.4,19.8,1.0
rice,Black,979.4,23.69,82.27,6.43,79.9,47.6,39.9,0.231
maize,Black,979.4,22.39,65.09,6.25,77.8,48.4,19.8,1.0
rice,Black,979.4,23.69,82.27,6.43,79.9,47.6,39.9,0.333
maize,Black,979.4,22.39,65.09,6.25,77.8,48.4,19.8,1.0
rice,Black,979.4,23.69,82.27,6.43,79.9,47.6,39.9,0.465
maize,Black,979.4,22.39,65.09,6.25,77.8,48.4,19.8,2.333
maize,Black,979.4,22.39,65.09,6.25,77.8,48.4,19.8,1.286
maize,Black,979.4,22.39,65.09,6.25,77.8,48.4,19.8,0.8
rice,Black,979.4,23.69,82.27,6.43,79.9,47.6,39.9,0.463
maize,Black,979.4,22.39,65.09,6.25,77.8,48.4,19.8,2.5
maize,Black,979.4,22.39,65.09,6.25,77.8,48.4,19.8,0.818
rice,Black,979.4,23.69,82.27,6.43,79.9,47.6,39.9,0.6
maize,Black,979.4,22.39,65.09,6.25,77.8,48.4,19.8,1.667
maize,Black,979.4,22.39,65.09,6.25,77.8,48.4,19.8,1.125
rice,Black,979.4,23.69,82.27,6.43,79.9,47.6,39.9,0.333
maize,Black,979.4,22.39,65.09,6.25,77.8,48.4,19.8,0.333
maize,Black,979.4,22.39,65.09,6.25,77.8,48.4,19.8,0.833
rice,Black,979.4,23.69,82.27,6.43,79.9,47.6,39.9,0.636
maize,Black,979.4,22.39,65.09,6.25,77.8,48.4,19.8,2.125
maize,Black,979.4,22.39,65.09,6.25,77.8,48.4,19.8,1.167
rice,Black,979.4,23.69,82.27,6.43,79.9,47.6,39.9,0.333
maize,Black,979.4,22.39,65.09,6.25,77.8,48.4,19.8,2.667
maize,Black,979.4,22.39,65.09,6.25,77.8,48.4,19.8,1.5
maize,Black,979.4,22.39,65.09,6.25,77.8,48.4,19.8,1.0
rice,Black,979.4,23.69,82.27,6.43,79.9,47.6,39.9,0.333
maize,Black,979.4,22.39,65.09,6.25,77.8,48.4,19.8,0.5
maize,Black,979.4,22.39,65.09,6.25,77.8,48.4,19.8,1.5
maize,Black,979.4,22.39,65.09,6.25,77.8,48.4,19.8,1.25
maize,Black,979.4,22.39,65.09,6.25,77.8,48.4,19.8,2.5
maize,Black,979.4,22.39,65.09,6.25,77.8,48.4,19.8,1.333
maize,Black,979.4,22.39,65.09,6.25,77.8,48.4,19.8,0.385
maize,Black,979.4,22.39,65.09,6.25,77.8,48.4,19.8,0.2
maize,Black,979.4,22.39,65.09,6.25,77.8,48.4,19.8,0.625
maize,Black,730.9,22.39,65.09,6.25,77.8,48.4,19.8,2.024
rice,Black,730.9,23.69,82.27,6.43,79.9,47.6,39.9,0.941
maize,Black,730.9,22.39,65.09,6.25,77.8,48.4,19.8,1.667
maize,Black,730.9,22.39,65.09,6.25,77.8,48.4,19.8,1.4
maize,Black,730.9,22.39,65.09,6.25,77.8,48.4,19.8,2.117
rice,Black,730.9,23.69,82.27,6.43,79.9,47.6,39.9,1.056
maize,Black,730.9,22.39,65.09,6.25,77.8,48.4,19.8,1.5
maize,Black,730.9,22.39,65.09,6.25,77.8,48.4,19.8,1.4
maize,Black,730.9,22.39,65.09,6.25,77.8,48.4,19.8,1.627
rice,Black,730.9,23.69,82.27,6.43,79.9,47.6,39.9,0.944
maize,Black,730.9,22.39,65.09,6.25,77.8,48.4,19.8,1.6
maize,Black,730.9,22.39,65.09,6.25,77.8,48.4,19.8,1.25
maize,Black,730.9,22.39,65.09,6.25,77.8,48.4,19.8,0.626
rice,Black,730.9,23.69,82.27,6.43,79.9,47.6,39.9,1.235
maize,Black,730.9,22.39,65.09,6.25,77.8,48.4,19.8,1.0
maize,Black,730.9,22.39,65.09,6.25,77.8,48.4,19.8,1.83
rice,Black,730.9,23.69,82.27,6.43,79.9,47.6,39.9,0.583
maize,Black,730.9,22.39,65.09,6.25,77.8,48.4,19.8,2.0
maize,Black,730.9,22.39,65.09,6.25,77.8,48.4,19.8,1.5
maize,Black,730.9,22.39,65.09,6.25,77.8,48.4,19.8,2.882
rice,Black,730.9,23.69,82.27,6.43,79.9,47.6,39.9,0.889
maize,Black,730.9,22.39,65.09,6.25,77.8,48.4,19.8,1.667
maize,Black,730.9,22.39,65.09,6.25,77.8,48.4,19.8,1.25
maize,Black,730.9,22.39,65.09,6.25,77.8,48.4,19.8,3.329
rice,Black,730.9,23.69,82.27,6.43,79.9,47.6,39.9,1.222
maize,Black,730.9,22.39,65.09,6.25,77.8,48.4,19.8,1.909
banana,Black,730.9,27.38,80.36,5.98,100.2,82.0,50.0,66.597
grapes,Black,730.9,23.85,81.88,6.03,23.2,132.5,200.1,26.833
mango,Black,730.9,31.21,50.16,5.77,20.1,27.2,29.9,1.848
maize,Black,730.9,22.39,65.09,6.25,77.8,48.4,19.8,2.062
rice,Black,730.9,23.69,82.27,6.43,79.9,47.6,39.9,1.0
maize,Black,730.9,22.39,65.09,6.25,77.8,48.4,19.8,2.25
maize,Black,730.9,22.39,65.09,6.25,77.8,48.4,19.8,1.833
rice,Black,730.9,23.69,82.27,6.43,79.9,47.6,39.9,1.5
maize,Black,730.9,22.39,65.09,6.25,77.8,48.4,19.8,3.109
rice,Black,730.9,23.69,82.27,6.43,79.9,47.6,39.9,1.0
maize,Black,730.9,22.39,65.09,6.25,77.8,48.4,19.8,1.818
maize,Black,730.9,22.39,65.09,6.25,77.8,48.4,19.8,1.583
maize,Black,730.9,22.39,65.09,6.25,77.8,48.4,19.8,2.886
rice,Black,730.9,23.69,82.27,6.43,79.9,47.6,39.9,1.0
maize,Black,730.9,22.39,65.09,6.25,77.8,48.4,19.8,2.586
maize,Black,730.9,22.39,65.09,6.25,77.8,48.4,19.8,1.522
maize,Black,730.9,22.39,65.09,6.25,77.8,48.4,19.8,2.535
maize,Black,730.9,22.39,65.09,6.25,77.8,48.4,19.8,2.887
maize,Black,730.9,22.39,65.09,6.25,77.8,48.4,19.8,2.199
rice,Black,730.9,23.69,82.27,6.43,79.9,47.6,39.9,0.5
maize,Black,730.9,22.39,65.09,6.25,77.8,48.4,19.8,2.979
maize,Black,730.9,22.39,65.09,6.25,77.8,48.4,19.8,3.32
maize,Black,730.9,22.39,65.09,6.25,77.8,48.4,19.8,2.932
maize,Black,730.9,22.39,65.09,6.25,77.8,48.4,19.8,3.617
rice,Black,730.9,23.69,82.27,6.43,79.9,47.6,39.9,1.5
maize,Black,730.9,22.39,65.09,6.25,77.8,48.4,19.8,2.844
maize,Black,730.9,22.39,65.09,6.25,77.8,48.4,19.8,1.55
maize,Black,730.9,22.39,65.09,6.25,77.8,48.4,19.8,2.671
maize,Black,730.9,22.39,65.09,6.25,77.8,48.4,19.8,2.724
maize,Black,730.9,22.39,65.09,6.25,77.8,48.4,19.8,3.826
maize,Black,730.9,22.39,65.09,6.25,77.8,48.4,19.8,2.25
maize,Black,730.9,22.39,65.09,6.25,77.8,48.4,19.8,1.538
maize,Black,730.9,22.39,65.09,6.25,77.8,48.4,19.8,2.485
maize,Black,730.9,22.39,65.09,6.25,77.8,48.4,19.8,3.756
maize,Black,730.9,22.39,65.09,6.25,77.8,48.4,19.8,2.5
maize,Black,729.7,22.39,65.09,6.25,77.8,48.4,19.8,0.99
rice,Black,729.7,23.69,82.27,6.43,79.9,47.6,39.9,0.5
maize,Black,729.7,22.39,65.09,6.25,77.8,48.4,19.8,1.8
maize,Black,729.7,22.39,65.09,6.25,77.8,48.4,19.8,1.5
maize,Black,729.7,22.39,65.09,6.25,77.8,48.4,19.8,2.217
rice,Black,729.7,23.69,82.27,6.43,79.9,47.6,39.9,0.364
maize,Black,729.7,22.39,65.09,6.25,77.8,48.4,19.8,1.562
maize,Black,729.7,22.39,65.09,6.25,77.8,48.4,19.8,1.4
maize,Black,729.7,22.39,65.09,6.25,77.8,48.4,19.8,1.815
rice,Black,729.7,23.69,82.27,6.43,79.9,47.6,39.9,0.538
maize,Black,729.7,22.39,65.09,6.25,77.8,48.4,19.8,1.568
maize,Black,729.7,22.39,65.09,6.25,77.8,48.4,19.8,1.6
maize,Black,729.7,22.39,65.09,6.25,77.8,48.4,19.8,0.952
rice,Black,729.7,23.69,82.27,6.43,79.9,47.6,39.9,0.583
maize,Black,729.7,22.39,65.09,6.25,77.8,48.4,19.8,1.162
maize,Black,729.7,22.39,65.09,6.25,77.8,48.4,19.8,1.472
rice,Black,729.7,23.69,82.27,6.43,79.9,47.6,39.9,0.667
maize,Black,729.7,22.39,65.09,6.25,77.8,48.4,19.8,1.84
maize,Black,729.7,22.39,65.09,6.25,77.8,48.4,19.8,1.0
maize,Black,729.7,22.39,65.09,6.25,77.8,48.4,19.8,2.193
rice,Black,729.7,23.69,82.27,6.43,79.9,47.6,39.9,0.167
maize,Black,729.7,22.39,65.09,6.25,77.8,48.4,19.8,1.129
maize,Black,729.7,22.39,65.09,6.25,77.8,48.4,19.8,1.667
maize,Black,729.7,22.39,65.09,6.25,77.8,48.4,19.8,2.672
rice,Black,729.7,23.69,82.27,6.43,79.9,47.6,39.9,0.429
maize,Black,729.7,22.39,65.09,6.25,77.8,48.4,19.8,2.182
banana,Black,729.7,27.38,80.36,5.98,100.2,82.0,50.0,59.867
grapes,Black,729.7,23.85,81.88,6.03,23.2,132.5,200.1,26.831
mango,Black,729.7,31.21,50.16,5.77,20.1,27.2,29.9,1.848
maize,Black,729.7,22.39,65.09,6.25,77.8,48.4,19.8,1.845
rice,Black,729.7,23.69,82.27,6.43,79.9,47.6,39.9,0.4
maize,Black,729.7,22.39,65.09,6.25,77.8,48.4,19.8,1.111
maize,Black,729.7,22.39,65.09,6.25,77.8,48.4,19.8,2.186
maize,Black,729.7,22.39,65.09,6.25,77.8,48.4,19.8,2.088
maize,Black,729.7,22.39,65.09,6.25,77.8,48.4,19.8,0.25
maize,Black,729.7,22.39,65.09,6.25,77.8,48.4,19.8,3.189
maize,Black,729.7,22.39,65.09,6.25,77.8,48.4,19.8,3.035
maize,Black,729.7,22.39,65.09,6.25,77.8,48.4,19.8,1.577
maize,Black,729.7,22.39,65.09,6.25,77.8,48.4,19.8,1.902
maize,Black,729.7,22.39,65.09,6.25,77.8,48.4,19.8,2.082
maize,Black,729.7,22.39,65.09,6.25,77.8,48.4,19.8,2.778
maize,Black,729.7,22.39,65.09,6.25,77.8,48.4,19.8,2.89
maize,Black,729.7,22.39,65.09,6.25,77.8,48.4,19.8,3.0
maize,Black,729.7,22.39,65.09,6.25,77.8,48.4,19.8,2.605
maize,Black,729.7,22.39,65.09,6.25,77.8,48.4,19.8,2.941
maize,Black,729.7,22.39,65.09,6.25,77.8,48.4,19.8,1.765
maize,Black,729.7,22.39,65.09,6.25,77.8,48.4,19.8,1.565
maize,Black,729.7,22.39,65.09,6.25,77.8,48.4,19.8,2.672
maize,Black,729.7,22.39,65.09,6.25,77.8,48.4,19.8,2.187
maize,Black,729.7,22.39,65.09,6.25,77.8,48.4,19.8,0.522
maize,Black,729.7,22.39,65.09,6.25,77.8,48.4,19.8,0.559
maize,Black,729.7,22.39,65.09,6.25,77.8,48.4,19.8,0.5
maize,Black,1992.8,22.39,65.09,6.25,77.8,48.4,19.8,1.067
maize,Black,1992.8,22.39,65.09,6.25,77.8,48.4,19.8,0.8
maize,Black,1992.8,22.39,65.09,6.25,77.8,48.4,19.8,2.0
rice,Black,1992.8,23.69,82.27,6.43,79.9,47.6,39.9,2.667
maize,Black,1992.8,22.39,65.09,6.25,77.8,48.4,19.8,2.0
rice,Black,1992.8,23.69,82.27,6.43,79.9,47.6,39.9,2.727
maize,Black,1992.8,22.39,65.09,6.25,77.8,48.4,19.8,1.452
maize,Black,1992.8,22.39,65.09,6.25,77.8,48.4,19.8,3.0
rice,Black,1992.8,23.69,82.27,6.43,79.9,47.6,39.9,2.333
maize,Black,1992.8,22.39,65.09,6.25,77.8,48.4,19.8,1.444
rice,Black,1992.8,23.69,82.27,6.43,79.9,47.6,39.9,2.538
maize,Black,1992.8,22.39,65.09,6.25,77.8,48.4,19.8,1.667
maize,Black,1992.8,22.39,65.09,6.25,77.8,48.4,19.8,2.0
rice,Black,1992.8,23.69,82.27,6.43,79.9,47.6,39.9,2.333
maize,Black,1992.8,22.39,65.09,6.25,77.8,48.4,19.8,0.619
rice,Black,1992.8,23.69,82.27,6.43,79.9,47.6,39.9,2.19
maize,Black,1992.8,22.39,65.09,6.25,77.8,48.4,19.8,1.676
rice,Black,1992.8,23.69,82.27,6.43,79.9,47.6,39.9,2.25
maize,Black,1992.8,22.39,65.09,6.25,77.8,48.4,19.8,2.167
rice,Black,1992.8,23.69,82.27,6.43,79.9,47.6,39.9,2.733
maize,Black,1992.8,22.39,65.09,6.25,77.8,48.4,19.8,2.149
maize,Black,1992.8,22.39,65.09,6.25,77.8,48.4,19.8,1.0
rice,Black,1992.8,23.69,82.27,6.43,79.9,47.6,39.9,2.75
maize,Black,1992.8,22.39,65.09,6.25,77.8,48.4,19.8,1.375
rice,Black,1992.8,23.69,82.27,6.43,79.9,47.6,39.9,2.208
maize,Black,1992.8,22.39,65.09,6.25,77.8,48.4,19.8,1.962
maize,Black,1992.8,22.39,65.09,6.25,77.8,48.4,19.8,2.0
rice,Black,1992.8,23.69,82.27,6.43,79.9,47.6,39.9,3.0
maize,Black,1992.8,22.39,65.09,6.25,77.8,48.4,19.8,2.125
rice,Black,1992.8,23.69,82.27,6.43,79.9,47.6,39.9,2.317
maize,Black,1992.8,22.39,65.09,6.25,77.8,48.4,19.8,1.909
rice,Black,1992.8,23.69,82.27,6.43,79.9,47.6,39.9,3.143
banana,Black,1992.8,27.38,80.36,5.98,100.2,82.0,50.0,47.06
grapes,Black,1992.8,23.85,81.88,6.03,23.2,132.5,200.1,23.897
mango,Black,1992.8,31.21,50.16,5.77,20.1,27.2,29.9,1.848
maize,Black,1992.8,22.39,65.09,6.25,77.8,48.4,19.8,2.36
rice,Black,1992.8,23.69,82.27,6.43,79.9,47.6,39.9,2.526
maize,Black,1992.8,22.39,65.09,6.25,77.8,48.4,19.8,2.836
maize,Black,1992.8,22.39,65.09,6.25,77.8,48.4,19.8,1.857
rice,Black,1992.8,23.69,82.27,6.43,79.9,47.6,39.9,3.667
rice,Black,1992.8,23.69,82.27,6.43,79.9,47.6,39.9,2.272
rice,Black,1992.8,23.69,82.27,6.43,79.9,47.6,39.9,2.833
maize,Black,1992.8,22.39,65.09,6.25,77.8,48.4,19.8,0.6
rice,Black,1992.8,23.69,82.27,6.43,79.9,47.6,39.9,2.594
maize,Black,1992.8,22.39,65.09,6.25,77.8,48.4,19.8,2.226
maize,Black,1992.8,22.39,65.09,6.25,77.8,48.4,19.8,2.045
rice,Black,1992.8,23.69,82.27,6.43,79.9,47.6,39.9,2.667
maize,Black,1992.8,22.39,65.09,6.25,77.8,48.4,19.8,1.957
rice,Black,1992.8,23.69,82.27,6.43,79.9,47.6,39.9,3.004
maize,Black,1992.8,22.39,65.09,6.25,77.8,48.4,19.8,3.147
maize,Black,1992.8,22.39,65.09,6.25,77.8,48.4,19.8,1.96
maize,Black,1992.8,22.39,65.09,6.25,77.8,48.4,19.8,1.929
rice,Black,1992.8,23.69,82.27,6.43,79.9,47.6,39.9,2.506
maize,Black,1992.8,22.39,65.09,6.25,77.8,48.4,19.8,2.557
maize,Black,1992.8,22.39,65.09,6.25,77.8,48.4,19.8,2.345
